,jobname,min-pairwise-TMscores,avg-pairwise-TMscores,number of clusters,cluster decay rate 1,cluster decay rate 2,cluster decay rate 3,Top 1 pLDDT,Top 2 pLDDT,Top 3 pLDDT,dataset
362,4mkxA,0.6408340423436832,0.7709198279660281,6,0.032062391681109186,0.1891891891891892,0.7142857142857143,0.9595949296,0.8392676056,0.7996800000000001,codnas
363,4mswA,0.41279838131022645,0.5726526456968546,81,0.1351981351981352,0.6896551724137931,0.975,0.9383009132000001,0.8905520548,0.8826219178,codnas
364,4nk8A,0.7084077792161649,0.8086122752009466,29,0.044182621502209134,0.9,0.9259259259259259,0.9462731161000001,0.8422808554000001,0.8382252546000001,codnas
365,4o0kA,0.5669381421647485,0.7146986805235916,19,0.0100418410041841,0.6666666666666666,1.0,0.9591586626,0.7767550152,0.7445869301,codnas
366,4o5vA,0.3784286764868488,0.5984434848743144,17,0.08043875685557587,0.6704545454545454,0.3559322033898305,0.9295414226000001,0.9164606695,0.9087556485,codnas
367,4oeoA,0.3293819341189484,0.7088490403553661,12,0.013663535439795047,0.9375,1.0,0.9127429907,0.8399000000000001,0.8328439252000001,codnas
368,4ojmX,0.4894805082396797,0.7288941150302584,11,0.0278503046127067,0.25,0.75,0.9494471939,0.7838239796,0.7780436224,codnas
369,4ozzA,0.4968403580097737,0.7185664185915672,12,0.03464203233256351,0.7333333333333333,1.0,0.970579717,0.8389153302,0.8316412736000001,codnas
370,4p9nA,0.8353937808149402,0.91769689040747,2,0.0,0.0,0.0,0.9754585526,0.6911082237,,codnas
371,4pd5A,0.8593495085585996,0.9296747542792998,4,0.01445578231292517,0.47058823529411764,0.625,0.9363103774,0.859790566,0.7091193396000001,codnas
372,4ppvA,0.5474012847601079,0.7068763732200494,37,0.02097902097902098,0.6666666666666666,1.0,0.9110039568,0.824792446,0.8166431655,codnas
373,4q76A,0.5426599958048316,0.7329288427639123,4,0.0033444816053511705,1.0,1.0,0.9627825175,0.6850524476000001,0.5381752914,codnas
374,4r0kA,0.4036540464523643,0.7085998892915705,27,0.0960960960960961,0.4270833333333333,0.6097560975609756,0.9669337662,0.825262013,0.8159714286,codnas
375,4rk4A,0.5690579876746404,0.7917773148031384,5,0.08905228758169935,0.1834862385321101,0.4,0.9565434629,0.8736653710000001,0.8170462898,codnas
376,4u2aA,0.40308277990795055,0.6467836387217223,13,0.0071315372424722665,0.8888888888888888,0.875,0.9631304167,0.7908583333,0.7736129167,codnas
377,4u82A,0.7908635726840743,0.87390129977549,4,0.010286554004408524,0.9285714285714286,0.9230769230769231,0.9516503906,0.8271195312,0.8126429688,codnas
378,4wabA,0.30809664305827217,0.616860608418818,29,0.24855491329479767,0.15348837209302327,0.9393939393939394,0.9409168539,0.9106404494,0.8944303371000001,codnas
379,4wj9A,0.6586607235940504,0.8042947309008867,6,0.006902502157031924,0.5,1.0,0.9729906188,0.7162159681,0.6994632735,codnas
380,169lD,0.7349051103589644,0.8350156588718776,8,0.012958963282937365,0.5,0.8888888888888888,0.9756152439,0.8673774390000001,0.8379530488,pdb
381,170lA,0.7444981317241696,0.8503761611469971,9,0.02645113886847906,0.9444444444444444,0.5,0.9728140244000001,0.9654926829,0.9243408537000001,pdb
382,1a23A,0.31889354560574423,0.6427352700141596,6,0.04145516074450085,1.0,0.08163265306122448,0.9701582011000001,0.8877666667,0.7845698413000001,pdb
383,1ahqA,0.35599185828429464,0.6486155933064686,9,0.048589341692789965,0.45161290322580644,0.5,0.9543197080000001,0.7932948905,0.7529416058,pdb
384,1an1I,0.9442898864608934,0.9721449432304468,2,0.0,0.0,0.0,0.9090434783,0.9043217391,,pdb
385,1ar0A,0.29843001711147754,0.5746075876822296,16,0.012708498808578236,0.75,1.0,0.9513787402,0.8892362205000001,0.7647874016,pdb
386,1b0wA,0.7150877080641896,0.8359892413061696,7,0.03595658073270014,0.3018867924528302,0.875,0.9806416667000001,0.8813472222000001,0.8611138889000001,pdb
387,1b8dB,0.4142386356825147,0.67566336398527,38,0.45308310991957107,0.8224852071005917,0.7122302158273381,0.9398649718000001,0.9189694915000001,0.9143723164,pdb
388,1b9dA,0.4884909906004435,0.7195737008175167,26,0.2914485165794066,0.5089820359281437,0.7647058823529411,0.9083828221,0.8339601227000001,0.8332582822,pdb
389,1bhpA,0.3992221864467158,0.7328461903159739,7,0.08464730290456432,0.19607843137254902,0.55,0.9343288889,0.9267555556,0.8772266667,pdb
390,1bzdB,0.5793802153104417,0.7266824827920517,5,0.003443526170798898,1.0,0.8,0.9286110236,0.7800732283,0.7446015748,pdb
391,1cc5A,0.3391959599264208,0.6933569991606613,8,0.018569463548830812,0.5925925925925926,0.6875,0.9476036145000001,0.9319493976000001,0.8361987952000001,pdb
392,1cjrB,0.27980725944283386,0.6125533597534556,12,0.08033240997229917,1.0,0.3793103448275862,0.9790415842,0.976019802,0.9640960396,pdb
393,1d2wA,0.7351743969136115,0.8314633131121962,7,0.059782608695652176,0.19480519480519481,0.9333333333333333,0.9730847561,0.9660420732,0.8532914634000001,pdb
394,1dftA,0.19343886725442075,0.3769246472914049,23,0.34146341463414637,0.9107142857142857,0.7320261437908496,0.7644766667,0.69228,0.6356966667,pdb
395,1e4kC,0.374026245280431,0.5976075978636435,18,0.012126111560226353,1.0,0.8,0.9523221591000001,0.9080107955000001,0.9038505682,pdb
396,1edwA,0.25778078367417856,0.4428647416902103,22,0.8403361344537815,0.865,0.7745664739884393,0.6678153846,0.6661153846,0.6626500000000001,pdb
397,1eghB,0.4906835515093961,0.7347650605443612,16,0.18888888888888888,0.48663101604278075,0.6373626373626373,0.9749177632,0.9278848684000001,0.8747888158,pdb
398,1f9nD,0.39241266611524245,0.6289533824718956,69,0.36363636363636365,0.9318181818181818,0.6341463414634146,0.9503295302,0.947709396,0.9476966443,pdb
399,1fr3C,0.5826408229539191,0.7684319783617238,11,0.1521099116781158,0.8516129032258064,0.6287878787878788,0.9757059701,0.9380432836,0.9344626866,pdb
400,1g05A,0.6781852668845296,0.8249120323363661,4,0.017094017094017096,0.5,1.0,0.9625716763000001,0.7368491329,0.7153184971000001,pdb
401,1g09B,0.2795510228364405,0.5550297696661075,9,0.01780185758513932,0.4782608695652174,0.7272727272727273,0.9812855172,0.8150255172,0.7249324138000001,pdb
402,1gfuA,0.29099685211333637,0.589117884975525,11,0.11065573770491803,0.42592592592592593,0.782608695652174,0.9845984615000001,0.9812638462000001,0.8126315385,pdb
403,1gmpA,0.31455577637532994,0.5649048217176853,10,0.039182282793867124,0.43478260869565216,0.55,0.97345625,0.8294354167,0.7356989583,pdb
404,1gy7B,0.4844582527764683,0.6910943883466727,11,0.014747191011235955,0.47619047619047616,1.0,0.9545864,0.8825464,0.8639152,pdb
405,1gyjA,0.3189729059481847,0.6118211032545813,15,0.22508038585209003,0.8285714285714286,0.39655172413793105,0.9707289474,0.9699328947,0.9689131579,pdb
406,1hbbD,0.923197469772794,0.9668788106993718,3,0.008547008547008548,0.3333333333333333,0.0,0.9797410959,0.9708171233,0.8578678082000001,pdb
407,1hnzH,0.38376704604287853,0.6762357600114756,8,0.06656346749226007,0.1744186046511628,0.6,0.9713811594,0.813792029,0.7644724638,pdb
408,1hvhB,0.2541640434310183,0.6734930147283975,14,0.048355899419729204,0.86,0.27906976744186046,0.9685090909,0.9126111111,0.8575313131000001,pdb
409,1i18A,0.6895469915369822,0.8314856528044925,6,0.018729096989966554,0.5714285714285714,0.5,0.9603835052,0.8821113402,0.8733474227,pdb
410,1i4kR,0.5686171688121897,0.7337561360557191,20,0.1147982062780269,0.5625,0.6111111111111112,0.9391740260000001,0.9337480519,0.9172324675,pdb
411,1i53A,0.6336668052300563,0.7942431557271576,8,0.024051803885291396,0.8846153846153846,0.5217391304347826,0.9808749999999999,0.8842234375,0.86898125,pdb
412,1iltA,0.4982841410318634,0.7025493913263529,10,0.01790633608815427,0.8461538461538461,0.9090909090909091,0.9248032895,0.7367118421000001,0.6628381579,pdb
413,1iv4B,0.8229793357530102,0.8945739985248685,3,0.00966183574879227,0.2857142857142857,0.0,0.9774809211000001,0.7907223684,0.7794888158000001,pdb
414,1j5eQ,0.7027448451516319,0.7977066847767972,9,0.03622159090909091,0.39215686274509803,0.9,0.9457019231,0.9197144231000001,0.8540221154000001,pdb
415,1jj2Y,0.35000201048102686,0.6896407311344983,6,0.5485714285714286,0.5338541666666666,0.6341463414634146,0.9266657534,0.8665534247000001,0.6852410959,pdb
416,1jp8A,0.36594846549779786,0.6544676022048709,4,0.006019563581640331,0.75,0.6666666666666666,0.9781045752,0.6036241830000001,0.565151634,pdb
417,1jqqA,0.22800707422690594,0.7497376738307213,18,0.13529411764705881,0.43478260869565216,0.8666666666666667,0.8610641304000001,0.8471478261000001,0.8426260870000001,pdb
418,1jtxB,0.5237278957620056,0.7040201226944565,13,0.08640776699029126,0.9662921348314607,0.4883720930232558,0.9240396907,0.8048886598,0.7988041237,pdb
419,1k66B,0.6095698948417952,0.7993806101633278,7,0.2620545073375262,0.392,0.3877551020408163,0.9613422819,0.8963026846000001,0.8917248322,pdb
420,1k732,0.2610651976881797,0.6031487258180114,20,0.4664310954063604,0.5946969696969697,0.5732484076433121,0.8713375,0.8653392857000001,0.8449285714,pdb
421,1k73S,0.5904160541549506,0.7513316594114209,35,0.2329268292682927,0.1256544502617801,1.0,0.9613759740000001,0.8420311688000001,0.8199909091,pdb
422,1kbsA,0.23927217147118993,0.5286203121514675,18,0.7088305489260143,0.44107744107744107,0.7709923664122137,0.9553466667,0.9532166667,0.9453783333,pdb
423,1kglA,0.7933108811546921,0.896655440577346,2,0.0,0.0,0.0,0.9714637037,0.7577037037000001,,pdb
424,1l33A,0.660289340799204,0.8036876368019994,11,0.06175771971496437,0.5256410256410257,0.36585365853658536,0.9717365854000001,0.9650359756,0.8575128049,pdb
425,1medA,0.19402963417188404,0.5177679528837469,18,0.2857142857142857,0.9655172413793104,0.45535714285714285,0.8487428571000001,0.8253392857,0.8163035714,pdb
426,1mepA,0.4959082837257355,0.7227004293941577,21,0.1337719298245614,0.2786885245901639,0.9117647058823529,0.9550102362,0.8567330709000001,0.8355047244,pdb
427,1mgnA,0.488959194382713,0.7297618363441976,3,0.005847953216374269,0.5,0.0,0.9736571429,0.6051818182,0.5410961039000001,pdb
428,1mluA,0.4138458233249515,0.6745572671245953,4,0.007412898443291327,0.5,0.8,0.9718136364000001,0.7080474026,0.6115948052,pdb
429,1nfvC,0.6651403955522152,0.8000322130046157,15,0.22539370078740156,0.16593886462882096,0.631578947368421,0.9513162011,0.9097765363,0.8987117318000001,pdb
430,1nlwE,0.9940352285295382,0.9970176142647691,2,0.0,0.0,0.0,0.9753171053,0.9710513158,,pdb
431,1ny9A,0.833682629821554,0.8907912573359398,5,0.3057692307692308,0.10062893081761007,0.5,0.9563475524,0.8940300699,0.8443265734000001,pdb
432,1nysD,0.21705858657455396,0.6138000913986812,35,0.4752688172043011,0.7239819004524887,0.21875,0.8887810345,0.8674517241,0.8332017241,pdb
433,1o1dH,0.3555181081914687,0.5396008567864437,90,0.4918032786885246,0.7833333333333333,0.9787234042553191,0.8895889655,0.8750434483,0.8741255172,pdb
434,1o8nC,0.856666654484417,0.9266610932274348,4,0.060777957860615885,0.14666666666666667,0.7272727272727273,0.9617826347,0.9591473054,0.7532107784000001,pdb
435,1okoD,0.5453095088417784,0.751715121569637,16,0.11312217194570136,0.39,0.6666666666666666,0.9641338843,0.8450082645,0.8425595041,pdb
436,1onbA,0.42121884844144325,0.6664227807804647,28,0.44894651539708263,0.18772563176895307,0.6923076923076923,0.9087190141,0.7922232394000001,0.7325197183000001,pdb
437,1oofA,0.6161461815624095,0.8015751659169903,4,0.10688836104513064,0.13333333333333333,0.5555555555555556,0.9795806452,0.9735725806000001,0.7606572581000001,pdb
438,1oqwB,0.6430845554286698,0.8067825582951007,18,0.08303249097472924,0.6739130434782609,0.8870967741935484,0.9498041667,0.8882701389000001,0.8637256944,pdb
439,1oyuA,0.6679889970307551,0.7682436634538841,23,0.36036036036036034,0.85,0.6705882352941176,0.9559565714,0.9523748571,0.9474011429,pdb
440,1ozyA,0.43059701180699267,0.7408135525317517,25,0.1339764201500536,0.312,1.0,0.9444603306,0.8223272727000001,0.8042495868,pdb
441,1p37A,0.7335704204189382,0.8393536924333468,10,0.01888162672476398,0.8846153846153846,0.8695652173913043,0.9694286585,0.9574237805,0.8745932927000001,pdb
442,1pcnA,0.24245249096323326,0.6210105082543561,14,0.40793201133144474,0.9166666666666666,0.696969696969697,0.8939526882000001,0.8386698925,0.8187709677,pdb
443,1pqhA,0.6861843559964403,0.8256246399959504,10,0.033308099924299776,0.4772727272727273,0.5714285714285714,0.9181153846000001,0.8847538462000001,0.8788048951,pdb
444,1qlcA,0.35401406650994177,0.7061397973293281,4,0.0673352435530086,0.1595744680851064,0.6666666666666666,0.9610252632,0.8055515789000001,0.7479884211000001,pdb
445,1qsoC,0.6875033183392026,0.8250057856160883,11,0.20499108734402852,0.06521739130434782,0.8,0.9701979866,0.8979550336000001,0.8825127517,pdb
446,1r6hA,0.328811132749948,0.6217596343323056,13,0.03361344537815126,0.22727272727272727,1.0,0.9353965116,0.7424197674,0.7415587209000001,pdb
447,1r8sA,0.699802057739731,0.8288738737942378,5,0.016016713091922007,0.7391304347826086,0.4117647058823529,0.9449646341000001,0.7534701220000001,0.7524237805,pdb
448,1radD,0.40665189865743984,0.6662394900179899,27,0.03002729754322111,0.7272727272727273,0.875,0.9216254902000001,0.8861418301,0.8771117647000001,pdb
449,1rgwA,0.9803393445878124,0.9913934274938698,3,0.06373937677053824,0.044444444444444446,0.0,0.9625458824,0.9571988235000001,0.9489400000000001,pdb
450,1s2dB,0.6736297001039022,0.8173978959457529,14,0.027928626842513578,0.7222222222222222,0.8461538461538461,0.9522934132,0.8424497006,0.8245209581,pdb
451,1saxA,0.5871468307862411,0.7232729577929826,48,0.257183908045977,0.45251396648044695,0.7901234567901234,0.9178569106000001,0.9150178862,0.9032463415,pdb
452,1tbrL,0.18899849524053847,0.3988749856092818,14,0.7694444444444445,0.5270758122743683,0.6301369863013698,0.8744020408000001,0.8725040816,0.8539816327,pdb
453,1tk6D,0.7570305528396891,0.8421337830830953,8,0.08475894245723173,0.11926605504587157,0.6923076923076923,0.9653456044000001,0.8832368132,0.8448489011,pdb
454,1tlmA,0.6008251998329011,0.7994248173345225,4,0.004596191726854892,0.8571428571428571,0.8333333333333334,0.9280913386,0.8616976378000001,0.793311811,pdb
455,1uefB,0.5834849351501967,0.75512611438951,30,0.33140877598152424,0.28222996515679444,0.38271604938271603,0.8965118110000001,0.8947669291,0.8932440945000001,pdb
456,1umnG,0.5159309378122415,0.7316362253863109,6,0.010238907849829351,0.5333333333333333,0.75,0.9535533333,0.8316745455000001,0.8237830303,pdb
457,1un6C,0.29638876486979826,0.6246164803596035,44,0.5203045685279187,0.4926829268292683,0.9900990099009901,0.9457034483000001,0.9426390805,0.9360241379,pdb
458,1ux0A,0.7648304671248392,0.8658199534996542,3,0.01983365323096609,0.25806451612903225,0.0,0.9707705882000001,0.7863176471000001,0.7841735294000001,pdb
459,1uzdW,0.43348911938572543,0.7166095210892747,68,0.912621359223301,0.4787234042553192,0.9111111111111111,0.9412283582000001,0.8619880597,0.8587902985,pdb
460,1vghA,0.4103180077271688,0.6734121225667592,10,0.42282608695652174,0.11825192802056556,0.8260869565217391,0.8861381818,0.8643090909000001,0.8548,pdb
461,1vvjX,0.7318188559547751,0.8446882228054315,10,0.1087378640776699,0.5357142857142857,0.35,0.9507703125,0.8735421875,0.8682285156,pdb
462,1vy5B,0.5907727074588308,0.7755119111440678,6,0.09615384615384616,0.5333333333333333,0.875,0.9315605072,0.9120239130000001,0.8925884058,pdb
463,1wa8B,0.8107802733925511,0.902220706689709,3,0.0205706702057067,0.3548387096774194,0.0,0.8909178947,0.7906673684000001,0.7802326316,pdb
464,1wltA,0.5238706789731548,0.7190861665231012,20,0.01303680981595092,0.8823529411764706,0.9333333333333333,0.9348127551000001,0.852244898,0.8392464286,pdb
465,1x5jA,0.33811986482638423,0.6313211556764393,38,0.3028720626631854,0.1896551724137931,0.8409090909090909,0.9049778761,0.8829053097,0.8541619469,pdb
466,1x6eA,0.38074940190802226,0.5721741276877853,76,0.5991379310344828,0.7841726618705036,0.5779816513761468,0.8744069444,0.8615083333,0.8560138889000001,pdb
467,1xfuS,0.33375421260817817,0.576700215741354,62,0.9781659388646288,0.5714285714285714,0.7421875,0.9159704698000001,0.9119281879000001,0.9058684564,pdb
468,1xiwE,0.46492308521942766,0.6610245255017209,26,0.2079866888519135,0.92,0.5826086956521739,0.8550495238,0.7960619048,0.7946304762,pdb
469,1xnkB,0.4581214431264655,0.6722237579015917,25,0.047992164544564155,0.7959183673469388,0.6923076923076923,0.9719683673,0.9021275510000001,0.8996464286,pdb
470,1xz2D,0.8097355790469416,0.9048677895234708,2,0.0,0.0,0.0,0.9798082192,0.6873513699,,pdb
471,1y07C,0.6798419240472855,0.8349150633019606,4,0.020237264480111653,0.13793103448275862,1.0,0.9504789062000001,0.7990578125000001,0.7963374999999999,pdb
472,1ycpJ,0.21472335610736773,0.43181799978909674,16,0.6016597510373444,0.4517241379310345,0.6641221374045801,0.8967285714000001,0.8726489796,0.8623530612,pdb
473,1yg8E,0.2175875895949885,0.47970539516601945,9,0.2977941176470588,0.4691358024691358,0.5263157894736842,0.9639264249,0.8720735751,0.623488601,pdb
474,1z0jB,0.8114902992275671,0.8873930657236272,3,0.2925531914893617,0.9636363636363636,0.0,0.9089322034,0.8946491525,0.8926457627000001,pdb
475,1zd6A,0.6621896105516445,0.8096241922645886,4,0.0040595399188092015,0.6666666666666666,1.0,0.9214976562,0.8235523438,0.7469585938000001,pdb
476,2aygA,0.5128475310728647,0.7863258107563645,8,0.06039755351681957,0.4430379746835443,0.8857142857142857,0.9419000000000001,0.9096609195,0.8796816092,pdb
477,2b9dB,0.43197215332355215,0.6549083896886998,7,0.021798365122615803,0.46875,0.4666666666666667,0.9695711538,0.9200788462,0.8743038462,pdb
478,2bbiA,0.22719469404661272,0.4899782019602328,20,0.43157894736842106,0.23170731707317074,0.8947368421052632,0.8770633803000001,0.8664929577,0.8629549296000001,pdb
479,2bpbB,0.5102042835289173,0.7397133786717918,32,0.2594670406732118,0.5513513513513514,0.6372549019607843,0.9632679012,0.9422320988,0.9027172840000001,pdb
480,2brfA,0.6708094606366929,0.8184229588709184,9,0.043964232488822655,0.288135593220339,0.7647058823529411,0.9492590909,0.7509881818,0.7095281818,pdb
481,2bx5J,0.6703552472448397,0.8437513214361249,5,0.018855218855218854,0.5714285714285714,0.6875,0.9825579439000001,0.9246140187,0.8246887850000001,pdb
482,2c0jA,0.5299368589574632,0.7209223134348286,13,0.03505535055350553,0.5526315789473685,0.8095238095238095,0.9445440994000001,0.7796751553,0.7557689441000001,pdb
483,2c9dC,0.8116756395556637,0.9058378197778318,2,0.0,0.0,0.0,0.95977125,0.7853981250000001,,pdb
484,2cwqA,0.37217050837472354,0.5718715217247955,39,0.8744588744588745,0.4158415841584158,0.9285714285714286,0.8928744526,0.8922233577,0.8851029197,pdb
485,2cxlA,0.2846924007995503,0.5657851121744627,15,0.12689655172413794,0.5760869565217391,0.39622641509433965,0.9167589474000001,0.8869015789,0.8774942105,pdb
486,2dsqH,0.2663066480465373,0.5202157594608765,17,0.034453781512605045,0.6585365853658537,0.6666666666666666,0.8912223404,0.8802765957,0.8641000000000001,pdb
487,2dxbW,0.27743317422643454,0.42920521622476954,10,0.47468354430379744,0.84,0.5079365079365079,0.8239152866,0.6727745223,0.5910535032,pdb
488,2dynA,0.27217139050736966,0.6122995962797597,6,0.04247104247104247,0.7272727272727273,0.875,0.8817245902,0.8764475410000001,0.7597516393,pdb
489,2ewcG,0.48702530830479873,0.6950231051183858,20,0.14857142857142858,0.34615384615384615,0.5740740740740741,0.9455309524000001,0.8632674603,0.8500047619000001,pdb
490,2f3nB,0.35353381541371687,0.6291977160588133,11,0.06368460955269144,0.35714285714285715,0.9,0.9126815789,0.8484131579,0.8243868421,pdb
491,2f5wB,0.3722886584222162,0.6114366056649136,23,0.04192685102586976,0.851063829787234,0.675,0.9825111111,0.8612768519,0.8544796296,pdb
492,2fe3B,0.5163798971370708,0.6854913854718793,39,0.47300215982721383,0.7808219178082192,0.42105263157894735,0.9399827586,0.9336255172000001,0.9328337931,pdb
493,2flhD,0.5459011816342688,0.7334488449178725,10,0.008856088560885609,0.5833333333333334,0.8571428571428571,0.954856129,0.7219967742000001,0.6780348387,pdb
494,2g3kC,0.9921784342424832,0.9965089731876959,3,0.05070422535211268,0.05555555555555555,0.0,0.9718617021,0.9693276596,0.9431904255,pdb
495,2gc4G,0.6890768883901828,0.8179367343139932,13,0.11466011466011466,0.30714285714285716,0.6976744186046512,0.9807057143000001,0.8941952381,0.888007619,pdb
496,2gebA,0.38998413789829284,0.7375380246633313,6,0.012965964343598054,1.0,0.25,0.9429735135,0.7766443243000001,0.7758383784,pdb
497,2gmyA,0.7723805623329887,0.8630450379015784,4,0.011486486486486487,0.4117647058823529,0.5714285714285714,0.9773803922000001,0.8161555556000001,0.8126673203,pdb
498,2gt2A,0.6918776729799724,0.826918041079145,6,0.10168134507606084,0.7637795275590551,0.1958762886597938,0.9552900000000001,0.8448481250000001,0.83062,pdb
499,2h1aB,0.6470530541552091,0.7893853544892462,6,0.00649772579597141,0.8,0.625,0.9661776224,0.7874034965000001,0.7631811189000001,pdb
500,2h5cA,0.5486877302611096,0.7634353489165119,5,0.013761467889908258,0.6666666666666666,1.0,0.9830858586000001,0.6635409091000001,0.6535833333000001,pdb
501,2hqsG,0.7470474747284467,0.8523438555347183,8,0.05955882352941176,0.6790123456790124,0.4909090909090909,0.9383169492000001,0.8609983051000001,0.8310923729,pdb
502,2ht6B,0.6410512522477172,0.7763431709622514,17,0.028279654359780047,0.2777777777777778,0.8,0.9180821839000001,0.7938321839,0.7402810345,pdb
503,2hzeA,0.7741500666251154,0.8697985284532518,4,0.009715025906735751,0.4666666666666667,0.5714285714285714,0.9587412281000001,0.8851350877,0.8454754386000001,pdb
504,2j6zA,0.36352879250821674,0.6307169376938729,20,0.5082191780821917,0.2210242587601078,0.6707317073170732,0.9564009009000001,0.9393936937,0.9268522523,pdb
505,2jmdA,0.30476980411113824,0.6754726416860262,9,0.19389587073608616,0.6759259259259259,0.1780821917808219,0.8989825397000001,0.8919809524000001,0.8779015873,pdb
506,2jnaA,0.5000214833714356,0.7411737083549612,86,0.8596491228070176,0.9795918367346939,1.0,0.7919788462,0.7881009615,0.7879461538,pdb
507,2k1gA,0.6295411988841884,0.7791231400368304,6,0.006130268199233717,0.5,1.0,0.9231133333,0.7466518519,0.7022392593,pdb
508,2l8aA,0.6886424678491362,0.816509872291996,7,0.044444444444444446,0.35,0.5238095238095238,0.9706167785,0.8259677852,0.8106657718,pdb
509,2lntA,0.3240979360147032,0.6756009077055936,19,0.45112781954887216,0.8333333333333334,0.98,0.9156635714,0.8690257143000001,0.8293621429,pdb
510,2lqcA,0.583143221796066,0.7818867458606203,5,0.1828978622327791,0.18181818181818182,0.8333333333333334,0.930587013,0.9127857143,0.8886012987,pdb
511,2lxxA,0.4541673041857772,0.6810317948870227,5,0.013313609467455622,0.3888888888888889,1.0,0.8825907895,0.6371309211,0.6309342105,pdb
512,2m6pA,0.5905711776147575,0.7966131102312829,3,0.007532956685499058,0.3333333333333333,0.0,0.8881847826,0.8416326087,0.5894695652,pdb
513,2meeA,0.32107879861619015,0.5898270246759847,5,0.039473684210526314,0.9047619047619048,0.7368421052631579,0.9845353846,0.6930269231,0.5424161538,pdb
514,2mhaB,0.6147068404523347,0.7979294509545456,3,0.012616201859229747,0.2631578947368421,0.0,0.9703868687,0.7594050505000001,0.7259565657,pdb
515,2mmeR,0.4677319068761647,0.6938707270323814,8,0.016382252559726963,0.7916666666666666,0.47368421052631576,0.8844929412,0.6771011765,0.6538458824000001,pdb
516,2n1fD,0.8039987845581539,0.901999392279077,2,0.0,0.0,0.0,0.9485056180000001,0.8452078652,,pdb
517,2obxD,0.6776623445311255,0.8368465371812877,4,0.012032085561497326,0.2777777777777778,0.8,0.9485337580000001,0.7924305732,0.7846464968,pdb
518,2odaB,0.4015855481171756,0.6939105025715786,37,0.187422934648582,0.24342105263157895,0.6756756756756757,0.9539581633,0.8090545918000001,0.7937326531000001,pdb
519,2pd7A,0.42372820798592237,0.7062591020855092,34,0.27925531914893614,0.3142857142857143,0.7878787878787878,0.9391744966000001,0.8765026846,0.8551449664,pdb
520,2ph0A,0.7492712589020537,0.8331919207782712,8,0.009687034277198211,0.6923076923076923,0.8888888888888888,0.9277287356,0.7712793103000001,0.7687287356,pdb
521,2pl9A,0.4271675625296934,0.7208452105496188,8,0.057291666666666664,0.2077922077922078,0.5,0.9733265625,0.8880757812000001,0.8337921875000001,pdb
522,2prrE,0.3240846582967958,0.6714528894054016,18,0.07764265668849392,0.6024096385542169,0.88,0.9599192893,0.8288213198000001,0.8209340102,pdb
523,2pzhA,0.5846101854843949,0.7709771970342886,6,0.017333333333333333,0.6538461538461539,0.8235294117647058,0.9762644444,0.8179666667000001,0.7704125926000001,pdb
524,2q2hB,0.583918155413749,0.7675424151159567,38,0.6621923937360179,0.6756756756756757,0.44,0.9265022901000001,0.9178557252,0.9133122137,pdb
525,2q4iB,0.5399135011527718,0.7187366762203041,23,0.06946983546617916,0.34210526315789475,1.0,0.9212523316000001,0.7703300518,0.7649968912,pdb
526,2qheA,0.3036942399174805,0.6218946617694249,19,0.034934497816593885,0.475,0.7368421052631579,0.9427188525,0.7792901639,0.7741934426,pdb
527,2qhlE,0.5291649422546012,0.7418989411491039,11,0.0103397341211226,0.8571428571428571,0.9166666666666666,0.9491621622,0.8786828829000001,0.8762441441000001,pdb
528,2rliA,0.6143087536968868,0.7786748141766497,8,0.025177025963808025,0.46875,0.5333333333333333,0.9555502924,0.8352239766,0.7873040936,pdb
529,2rtdD,0.607374813006168,0.7745304024610928,22,0.26420079260237783,0.47,0.776595744680851,0.9425051852,0.8746296296,0.8345888889,pdb
530,2ux9A,0.6598372312026659,0.7931683878354105,4,0.04379038047379756,0.16393442622950818,0.8,0.9651000000000001,0.8214594203000001,0.7661304348,pdb
531,2v3mB,0.5910369794992832,0.7531498433485876,23,0.29111531190926276,0.9285714285714286,0.9440559440559441,0.8770503817,0.8316564885000001,0.8245480916,pdb
532,2vi6C,0.6764362954644043,0.8228643250833643,3,0.0097911227154047,0.3333333333333333,0.0,0.9208532258000001,0.7048774194,0.7006,pdb
533,2vl3B,0.618940078574168,0.7689651416264677,8,0.005742411812961444,1.0,0.7142857142857143,0.9436063953,0.7649906977,0.7408790698000001,pdb
534,2w3dA,0.6056135269089503,0.7531844042758191,9,0.0069124423963133645,1.0,0.7777777777777778,0.9549875817000001,0.7833241830000001,0.7413679739,pdb
535,2wasE,0.5942870022373498,0.7577480295577427,10,0.009916094584286803,0.6923076923076923,0.6666666666666666,0.9619049180000001,0.8303819672,0.7908483607,pdb
536,2wdoA,0.6482210610080958,0.8067261179476654,7,0.006076975016880486,0.8888888888888888,1.0,0.9448552448,0.8652146853,0.8606517483,pdb
537,2wdrH,0.3808104926661353,0.5951050314121362,15,0.7641653905053599,0.3687374749498998,0.21195652173913043,0.94654,0.9413921739000001,0.9388765217,pdb
538,2wu2H,0.32521539191826815,0.5876132518352588,14,0.4310595065312046,0.6430976430976431,0.4816753926701571,0.9415600000000001,0.9395017391,0.9257643478,pdb
539,2xddE,0.8002070499152002,0.9001035249576002,2,0.0,0.0,0.0,0.9292222222000001,0.7789853801000001,,pdb
540,2y1rO,0.5804650705666933,0.7292712647726177,18,0.018459069020866775,0.8260869565217391,1.0,0.9221010204000001,0.7910979592,0.7236581633,pdb
